multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad
662,41RSTZ,2021-03-01,14:23,112.0,60,RUTA 9,,ERROR,52.0,True
664,PIW4215,2022-03-08,18:30,73.0,40,RUTA 9,R02,IMPAGA,33.0,True
665,J1S1,2023-04-18,08:24,75.0,60,RUTA 9,R02,PAGADA,15.0,True
669,BX55DOG,1932-01-01,14:23,82.0,60,RUTA 9,R03,APELADA,22.0,True
670,NTHGLFT,2020-02-04,00:00,55.0,40,AV SIEMPRE VIVA,R01,APELADA,15.0,True
671,T0YDR,2022-03-09,09:31,52.0,40,RUTA 9,R03,PAGADA,12.0,True
675,WEFLYN,2023-08-21,14:23,104.0,60,AV LIBERTADOR,R03,PAGADA,44.0,True
677,990XYK,2021-05-23,00:00,74.0,40,AV LIBERTADOR,R01,IMPAGA,34.0,True
678,NHZ1002,1932-01-01,14:24,120.0,40,AV LIBERTADOR,R02,ERROR,80.0,True
682,AI7OVF,2021-04-24,14:24,67.0,40,AV LIBERTADOR,,ERROR,27.0,True
684,AI7OVF,1932-01-01,18:31,113.0,60,AV LIBERTADOR,R03,APELADA,53.0,True
686,VY90540,2023-01-31,00:00,131.0,80,AV LIBERTADOR,,IMPAGA,51.0,True
689,BHRP770,1932-01-01,18:31,114.0,80,AV SIEMPRE VIVA,,IMPAGA,34.0,True
690,VY90540,2020-07-18,18:32,119.0,80,AV LIBERTADOR,,APELADA,39.0,True
699,DK414N,2022-05-28,09:33,133.0,60,RUTA 9,R02,APELADA,73.0,True
700,PIW4215,2022-08-22,09:33,96.0,80,AV SIEMPRE VIVA,R03,PAGADA,16.0,True
703,M20CPR,2022-04-11,18:32,64.0,40,AV LIBERTADOR,,ERROR,24.0,True
709,NTHGLFT,2020-05-26,08:24,101.0,40,RUTA 9,R03,ERROR,61.0,True
712,HF3461,1932-01-01,18:32,119.0,40,AV SIEMPRE VIVA,R03,ERROR,79.0,True
713,BHRP770,2020-12-12,00:00,119.0,80,AV LIBERTADOR,R01,APELADA,39.0,True
714,9999868,2021-01-25,09:34,149.0,80,AV SIEMPRE VIVA,R01,PAGADA,69.0,True
718,831MDB,2020-11-22,08:25,135.0,60,AV LIBERTADOR,R02,APELADA,75.0,True
720,RFH373,2023-08-21,08:25,116.0,80,AV LIBERTADOR,R03,APELADA,36.0,True
721,WEFLYN,2023-03-23,09:34,89.0,80,RUTA 9,R03,ERROR,9.0,True
725,XIIUME,2020-04-04,14:25,97.0,80,AV SIEMPRE VIVA,,APELADA,17.0,True
727,HF58HXP,1932-01-01,08:26,69.0,60,AV LIBERTADOR,R01,IMPAGA,9.0,True
728,AWS167,2020-05-22,14:25,137.0,80,AV LIBERTADOR,R03,ERROR,57.0,True
731,MPX9357,2023-05-23,18:33,107.0,40,AV LIBERTADOR,,ERROR,67.0,True
732,CT5B876,2021-11-01,14:25,88.0,80,AV SIEMPRE VIVA,R01,IMPAGA,8.0,True
733,2999961,2020-06-05,00:00,127.0,60,RUTA 9,R01,APELADA,67.0,True
734,FVIOUHP,2020-12-03,08:26,111.0,80,AV SIEMPRE VIVA,R03,PAGADA,31.0,True
737,AWS167,2021-01-28,14:25,118.0,60,AV SIEMPRE VIVA,R01,APELADA,58.0,True
741,HF3461,1932-01-01,14:26,130.0,80,RUTA 9,,IMPAGA,50.0,True
743,810TCH,2023-04-10,09:35,134.0,60,RUTA 9,,IMPAGA,74.0,True
745,GOOGLE,2021-11-15,14:26,112.0,80,AV SIEMPRE VIVA,R02,ERROR,32.0,True
751,AWS167,2021-09-12,14:26,113.0,40,AV LIBERTADOR,,ERROR,73.0,True
752,T0YDR,2022-04-08,18:34,126.0,60,AV SIEMPRE VIVA,R02,IMPAGA,66.0,True
755,FD1475,2020-04-08,00:00,85.0,40,AV LIBERTADOR,R03,ERROR,45.0,True
758,81ZFJD,1932-01-01,18:34,158.0,80,RUTA 9,,IMPAGA,78.0,True
759,VTIIAHV,2023-06-04,08:27,118.0,60,AV LIBERTADOR,R02,APELADA,58.0,True
763,GCP332,2023-10-15,18:35,111.0,80,RUTA 9,,IMPAGA,31.0,True
764,AWS167,2022-02-14,00:00,67.0,40,RUTA 9,,IMPAGA,27.0,True
765,BB8986,2021-11-25,08:28,97.0,40,AV SIEMPRE VIVA,,IMPAGA,57.0,True
768,YLO8WUE,1932-01-01,00:00,87.0,60,RUTA 9,R03,ERROR,27.0,True
770,RFH373,1932-01-01,09:36,104.0,40,AV LIBERTADOR,R02,APELADA,64.0,True
773,DI2LOT,2020-07-17,08:28,115.0,40,AV LIBERTADOR,R03,APELADA,75.0,True
776,J1S1,2022-04-21,18:36,89.0,40,RUTA 9,R01,IMPAGA,49.0,True
779,OUTSTDN,2023-09-07,00:00,104.0,60,RUTA 9,R03,PAGADA,44.0,True
780,GLEN1E,2023-09-01,18:36,71.0,60,AV SIEMPRE VIVA,R02,ERROR,11.0,True
783,HF58HXP,1932-01-01,08:29,90.0,60,AV SIEMPRE VIVA,R01,PAGADA,30.0,True
784,BB8986,2022-01-28,18:36,82.0,60,RUTA 9,R02,IMPAGA,22.0,True
787,8B90638,1932-01-01,14:28,136.0,80,AV LIBERTADOR,R02,IMPAGA,56.0,True
788,9999868,1932-01-01,14:28,94.0,60,AV LIBERTADOR,R01,ERROR,34.0,True
789,990XYK,2021-02-19,00:00,137.0,60,RUTA 9,,PAGADA,77.0,True
792,589222,2021-09-25,18:37,153.0,80,AV SIEMPRE VIVA,R02,APELADA,73.0,True
793,CBMUK,2022-02-09,09:36,93.0,60,AV LIBERTADOR,R03,IMPAGA,33.0,True
795,MVU4688,2022-03-25,14:28,152.0,80,AV SIEMPRE VIVA,,APELADA,72.0,True
806,81ZFJD,2020-11-02,14:29,94.0,80,AV SIEMPRE VIVA,,APELADA,14.0,True
807,W326AVE,2023-08-15,08:30,82.0,60,RUTA 9,R02,APELADA,22.0,True
808,XIIUME,2020-08-21,14:29,157.0,80,RUTA 9,R03,ERROR,77.0,True
811,AWS167,1932-01-01,08:30,71.0,40,AV LIBERTADOR,R03,IMPAGA,31.0,True
814,M431ZW,1932-01-01,00:00,132.0,60,AV LIBERTADOR,R01,APELADA,72.0,True
815,HAMSTUR,2020-02-21,14:29,78.0,60,AV SIEMPRE VIVA,R03,ERROR,18.0,True
816,DK414N,2020-08-22,09:37,117.0,80,AV LIBERTADOR,R03,IMPAGA,37.0,True
818,GE1466,2021-04-06,08:31,116.0,80,AV LIBERTADOR,,PAGADA,36.0,True
819,6EVY261,2024-01-07,09:37,135.0,80,AV LIBERTADOR,R01,IMPAGA,55.0,True
821,BM351,2020-07-04,00:00,116.0,80,RUTA 9,R01,IMPAGA,36.0,True
823,6611172,2022-02-01,08:31,136.0,80,AV LIBERTADOR,R03,ERROR,56.0,True
824,J1S1,2021-09-29,09:38,108.0,40,AV SIEMPRE VIVA,,ERROR,68.0,True
827,HF58HXP,1932-01-01,18:38,153.0,80,RUTA 9,R03,IMPAGA,73.0,True
830,M20CPR,2022-04-26,18:38,122.0,80,RUTA 9,,APELADA,42.0,True
834,9999868,1932-01-01,00:00,96.0,80,AV SIEMPRE VIVA,R03,ERROR,16.0,True
837,BM351,2022-12-05,08:32,104.0,80,AV SIEMPRE VIVA,,IMPAGA,24.0,True
841,M431ZW,2020-08-28,00:00,114.0,60,AV SIEMPRE VIVA,R03,ERROR,54.0,True
842,AI7OVF,2020-11-19,14:30,54.0,40,AV LIBERTADOR,R03,PAGADA,14.0,True
843,CD05601,1932-01-01,14:30,151.0,80,AV SIEMPRE VIVA,R01,PAGADA,71.0,True
847,UM96201,2021-06-18,18:38,135.0,60,AV SIEMPRE VIVA,R02,APELADA,75.0,True
850,6EVY261,2020-06-11,09:39,98.0,80,AV LIBERTADOR,R01,IMPAGA,18.0,True
851,6EVY261,2023-10-16,09:39,117.0,40,AV LIBERTADOR,R02,IMPAGA,77.0,True
853,PIW4215,2023-07-29,00:00,99.0,60,AV LIBERTADOR,R02,IMPAGA,39.0,True
855,NTHGLFT,2022-09-16,09:40,108.0,40,AV LIBERTADOR,R01,APELADA,68.0,True
856,CBMUK,1932-01-01,09:40,101.0,60,RUTA 9,R01,ERROR,41.0,True
865,WU08YWC,1932-01-01,00:00,62.0,40,AV SIEMPRE VIVA,R01,ERROR,22.0,True
866,GLEN1E,2020-12-01,00:00,85.0,60,AV LIBERTADOR,,ERROR,25.0,True
872,990XYK,2024-01-08,14:31,80.0,40,RUTA 9,R01,PAGADA,40.0,True
873,INTIGR8,2020-05-18,14:32,113.0,60,AV LIBERTADOR,R02,PAGADA,53.0,True
882,BB8986,2022-07-16,14:32,124.0,80,AV LIBERTADOR,R01,APELADA,44.0,True
883,589222,2023-04-23,14:32,111.0,80,AV LIBERTADOR,,IMPAGA,31.0,True
884,6NCE831,2022-07-02,09:41,69.0,60,AV LIBERTADOR,R01,APELADA,9.0,True
887,CT5B876,1932-01-01,00:00,83.0,40,RUTA 9,R02,ERROR,43.0,True
888,9999868,2023-04-07,09:41,53.0,40,AV LIBERTADOR,R01,IMPAGA,13.0,True
890,BP717,2022-08-23,08:33,133.0,60,AV LIBERTADOR,R03,APELADA,73.0,True
893,VTIIAHV,2021-08-17,00:00,83.0,40,RUTA 9,R03,IMPAGA,43.0,True
897,MVU4688,2023-09-01,08:33,90.0,60,AV LIBERTADOR,R03,IMPAGA,30.0,True
900,BM351,2020-09-04,08:34,85.0,40,AV SIEMPRE VIVA,R01,PAGADA,45.0,True
902,HF3461,2020-02-24,14:33,123.0,60,AV LIBERTADOR,,PAGADA,63.0,True
904,VTIIAHV,1932-01-01,00:00,85.0,60,AV SIEMPRE VIVA,R02,PAGADA,25.0,True
906,41RSTZ,1932-01-01,09:41,57.0,40,AV LIBERTADOR,R01,APELADA,17.0,True
907,WU341A,1932-01-01,14:33,74.0,60,RUTA 9,,PAGADA,14.0,True
909,691XC80,2022-09-12,08:34,117.0,80,AV LIBERTADOR,R02,IMPAGA,37.0,True
914,UM96201,2021-05-06,18:41,96.0,80,AV LIBERTADOR,R01,APELADA,16.0,True
915,J1S1,2022-05-29,08:34,105.0,60,RUTA 9,R03,IMPAGA,45.0,True
920,DK414N,1932-01-01,09:42,142.0,80,AV LIBERTADOR,R02,APELADA,62.0,True
923,8B90638,2022-07-30,08:35,111.0,80,RUTA 9,R03,PAGADA,31.0,True
930,0695DVH,2022-12-14,00:00,116.0,80,AV SIEMPRE VIVA,R02,ERROR,36.0,True
932,DK414N,2023-08-04,08:35,67.0,60,AV SIEMPRE VIVA,R01,ERROR,7.0,True
935,9999868,1932-01-01,14:34,87.0,80,AV SIEMPRE VIVA,R03,IMPAGA,7.0,True
936,41RSTZ,1932-01-01,09:42,74.0,60,RUTA 9,R01,APELADA,14.0,True
938,41RSTZ,2022-07-21,08:36,148.0,80,RUTA 9,R03,ERROR,68.0,True
939,691XC80,2021-07-12,14:34,49.0,40,AV LIBERTADOR,,IMPAGA,9.0,True
942,VTIIAHV,2020-01-25,08:36,73.0,60,AV SIEMPRE VIVA,,PAGADA,13.0,True
943,9999868,2022-09-07,14:34,102.0,80,AV SIEMPRE VIVA,,APELADA,22.0,True
945,BHRP770,2021-03-11,00:00,95.0,60,AV LIBERTADOR,,APELADA,35.0,True
946,2999961,2022-08-30,00:00,97.0,80,AV SIEMPRE VIVA,R02,PAGADA,17.0,True
948,HAMSTUR,2021-03-18,08:36,88.0,60,AV LIBERTADOR,,PAGADA,28.0,True
949,NHZ1002,2020-03-15,08:36,127.0,60,AV SIEMPRE VIVA,R01,APELADA,67.0,True
954,VTIIAHV,1932-01-01,00:00,91.0,60,RUTA 9,R01,IMPAGA,31.0,True
961,OUTSTDN,2021-10-10,18:43,74.0,60,AV SIEMPRE VIVA,,PAGADA,14.0,True
966,M20CPR,2023-06-22,00:00,87.0,80,AV LIBERTADOR,R03,IMPAGA,7.0,True
967,INTIGR8,2021-11-06,08:38,81.0,60,AV LIBERTADOR,R03,IMPAGA,21.0,True
968,CD05601,1932-01-01,18:43,66.0,60,AV SIEMPRE VIVA,R01,APELADA,6.0,True
971,FVIOUHP,1932-01-01,09:44,119.0,60,RUTA 9,R01,ERROR,59.0,True
973,HK06YMX,1932-01-01,09:44,121.0,60,AV LIBERTADOR,R02,PAGADA,61.0,True
975,MVU4688,2023-08-25,18:43,132.0,60,AV LIBERTADOR,R03,ERROR,72.0,True
976,9999868,2023-05-05,14:35,109.0,60,AV SIEMPRE VIVA,R01,PAGADA,49.0,True
977,BB8986,2022-03-14,09:44,81.0,60,RUTA 9,R02,PAGADA,21.0,True
979,XIIUME,2023-06-18,14:36,68.0,60,AV SIEMPRE VIVA,R03,APELADA,8.0,True
982,BM351,2020-11-04,14:36,81.0,40,AV LIBERTADOR,R03,ERROR,41.0,True
983,YLO8WUE,2023-10-07,18:44,59.0,40,AV SIEMPRE VIVA,R01,APELADA,19.0,True
988,6NCE831,1932-01-01,00:00,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,True
992,TL03GOG,2020-01-14,08:39,128.0,60,AV LIBERTADOR,R01,IMPAGA,68.0,True
995,VY90540,2021-03-27,14:36,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,True
996,0695DVH,1932-01-01,08:39,59.0,40,AV SIEMPRE VIVA,R03,IMPAGA,19.0,True
997,GLEN1E,1932-01-01,00:00,83.0,40,AV LIBERTADOR,R02,PAGADA,43.0,True
1000,691XC80,2020-11-13,00:00,121.0,60,AV LIBERTADOR,R02,APELADA,61.0,True
1002,NHZ1002,1932-01-01,18:44,71.0,40,RUTA 9,R03,IMPAGA,31.0,True
1007,T0YDR,2022-12-03,09:45,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,True
1009,HF3461,2023-02-15,18:45,132.0,80,AV SIEMPRE VIVA,R03,APELADA,52.0,True
1010,OUTSTDN,1932-01-01,08:40,92.0,40,RUTA 9,R02,ERROR,52.0,True
1012,HF3461,2020-06-03,00:00,74.0,40,RUTA 9,,ERROR,34.0,True
1013,8B90638,2020-11-15,00:00,55.0,40,RUTA 9,R01,PAGADA,15.0,True
1014,WU08YWC,2020-08-29,08:40,126.0,80,RUTA 9,R01,ERROR,46.0,True
1016,BP717,1932-01-01,18:45,82.0,60,AV SIEMPRE VIVA,R03,APELADA,22.0,True
1018,3646HBH,2022-08-08,18:45,126.0,60,AV SIEMPRE VIVA,R03,ERROR,66.0,True
1019,HAMSTUR,2020-11-27,18:45,71.0,60,AV LIBERTADOR,R03,IMPAGA,11.0,True
1021,T0YDR,2023-03-14,18:46,79.0,40,AV SIEMPRE VIVA,,APELADA,39.0,True
1022,831MDB,2021-10-03,09:46,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,True
1026,81ZFJD,2021-02-08,08:40,119.0,40,RUTA 9,R03,APELADA,79.0,True
1027,HF3461,1932-01-01,08:40,117.0,60,AV SIEMPRE VIVA,,APELADA,57.0,True
1032,MVU4688,2020-01-22,09:46,138.0,60,RUTA 9,R03,IMPAGA,78.0,True
1033,DI2LOT,2022-05-15,08:41,114.0,40,AV SIEMPRE VIVA,,APELADA,74.0,True
1035,VY90540,2023-09-24,08:41,118.0,40,AV LIBERTADOR,R02,PAGADA,78.0,True
1037,HF58HXP,2021-03-22,00:00,91.0,80,RUTA 9,R01,IMPAGA,11.0,True
1043,M20CPR,1932-01-01,00:00,140.0,60,AV LIBERTADOR,R03,APELADA,80.0,True
1046,9999868,1932-01-01,14:38,101.0,60,RUTA 9,R02,APELADA,41.0,True
1048,41RSTZ,1932-01-01,14:38,118.0,60,AV SIEMPRE VIVA,R01,PAGADA,58.0,True
1049,GOOGLE,1932-01-01,09:47,86.0,40,AV SIEMPRE VIVA,R01,ERROR,46.0,True
1050,GOOGLE,2023-04-07,00:00,69.0,60,AV LIBERTADOR,,APELADA,9.0,True
1053,691XC80,1932-01-01,08:41,129.0,60,AV LIBERTADOR,R03,ERROR,69.0,True
1058,BM351,2023-10-20,09:47,135.0,80,AV LIBERTADOR,,IMPAGA,55.0,True
1062,UM96201,2023-08-10,18:47,93.0,60,AV LIBERTADOR,R03,PAGADA,33.0,True
1064,RFH373,2021-07-09,18:47,117.0,80,AV LIBERTADOR,R01,ERROR,37.0,True
1065,HF3461,1932-01-01,08:42,120.0,80,AV SIEMPRE VIVA,,PAGADA,40.0,True
1068,GOOGLE,2023-05-04,14:39,45.0,40,AV SIEMPRE VIVA,,PAGADA,5.0,True
1069,GLEN1E,1932-01-01,08:42,61.0,40,AV LIBERTADOR,,PAGADA,21.0,True
1074,T0YDR,2023-10-10,09:48,157.0,80,AV SIEMPRE VIVA,R02,IMPAGA,77.0,True
1077,DK414N,1932-01-01,08:42,119.0,80,RUTA 9,R02,ERROR,39.0,True
1079,UW3932,2022-11-27,18:48,141.0,80,AV LIBERTADOR,R01,IMPAGA,61.0,True
1080,WEFLYN,1932-01-01,14:39,148.0,80,RUTA 9,R01,APELADA,68.0,True
1081,YLO8WUE,2022-08-07,14:40,97.0,40,RUTA 9,,PAGADA,57.0,True
1082,AWS167,2023-03-17,09:48,131.0,60,AV SIEMPRE VIVA,R03,ERROR,71.0,True
1085,81ZFJD,2023-06-08,18:48,123.0,80,AV LIBERTADOR,R01,IMPAGA,43.0,True
1087,GN64OTP,2023-05-19,09:48,101.0,40,AV LIBERTADOR,,IMPAGA,61.0,True
1088,990XYK,2024-01-21,18:48,85.0,80,AV SIEMPRE VIVA,R01,ERROR,5.0,True
1089,UW3932,2021-03-02,08:43,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,True
1090,6611172,2024-02-06,00:00,136.0,80,AV SIEMPRE VIVA,R03,PAGADA,56.0,True
1091,FVIOUHP,2022-05-08,14:40,142.0,80,AV LIBERTADOR,R01,APELADA,62.0,True
1094,TL03GOG,2022-07-01,14:40,113.0,60,RUTA 9,R01,PAGADA,53.0,True
1095,GE1466,2021-02-15,14:41,86.0,40,RUTA 9,R03,PAGADA,46.0,True
1097,M431ZW,1932-01-01,00:00,69.0,60,AV LIBERTADOR,R02,PAGADA,9.0,True
1101,6EVY261,2022-03-09,18:49,47.0,40,AV SIEMPRE VIVA,R01,APELADA,7.0,True
1102,FD1475,2023-06-12,09:49,140.0,80,RUTA 9,R02,ERROR,60.0,True
1105,W326AVE,2023-08-20,14:41,96.0,40,AV LIBERTADOR,,ERROR,56.0,True
1108,GN64OTP,1932-01-01,18:49,85.0,60,RUTA 9,R03,ERROR,25.0,True
1109,T0YDR,2023-04-11,14:41,90.0,80,AV LIBERTADOR,,ERROR,10.0,True
1113,INTIGR8,2022-07-15,00:00,95.0,40,AV SIEMPRE VIVA,R02,PAGADA,55.0,True
1115,6EVY261,1932-01-01,00:00,121.0,80,AV LIBERTADOR,,ERROR,41.0,True
1117,BHRP770,2020-01-14,09:49,158.0,80,RUTA 9,,APELADA,78.0,True
1120,T0YDR,2020-09-28,18:50,68.0,40,AV LIBERTADOR,R03,IMPAGA,28.0,True
1125,3646HBH,2021-08-03,08:44,142.0,80,AV LIBERTADOR,,ERROR,62.0,True
1126,DK414N,2022-05-22,08:44,88.0,40,RUTA 9,R03,ERROR,48.0,True
1127,2999961,2023-11-10,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,True
1128,INTIGR8,2023-05-25,00:00,114.0,60,AV SIEMPRE VIVA,R02,APELADA,54.0,True
1129,XIIUME,1932-01-01,14:42,158.0,80,AV SIEMPRE VIVA,R03,IMPAGA,78.0,True
1137,AWS167,1932-01-01,18:50,56.0,40,RUTA 9,R01,ERROR,16.0,True
1139,GLEN1E,1932-01-01,14:42,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,True
1140,990XYK,2021-06-10,18:50,103.0,40,AV SIEMPRE VIVA,,PAGADA,63.0,True
1141,J1S1,1932-01-01,00:00,91.0,40,AV SIEMPRE VIVA,R03,APELADA,51.0,True
1145,6611172,2022-11-05,00:00,150.0,80,AV LIBERTADOR,,ERROR,70.0,True
1147,AI7OVF,2020-03-16,14:42,114.0,60,AV LIBERTADOR,R01,ERROR,54.0,True
1148,WU08YWC,2021-03-01,14:42,146.0,80,AV LIBERTADOR,R03,IMPAGA,66.0,True
1149,BB8986,2020-03-05,09:51,73.0,60,RUTA 9,,ERROR,13.0,True
1150,9999868,2023-12-29,08:45,123.0,80,AV LIBERTADOR,,PAGADA,43.0,True
1155,6NCE831,2023-11-18,08:45,140.0,80,RUTA 9,,IMPAGA,60.0,True
1156,M431ZW,2021-08-20,00:00,114.0,60,AV SIEMPRE VIVA,R03,PAGADA,54.0,True
1162,6NCE831,2022-02-10,08:46,62.0,40,AV LIBERTADOR,R01,PAGADA,22.0,True
1164,AWS167,2020-02-03,08:46,85.0,40,RUTA 9,R01,IMPAGA,45.0,True
1166,PIW4215,1932-01-01,08:46,109.0,80,AV SIEMPRE VIVA,,APELADA,29.0,True
1167,81ZFJD,2021-10-18,09:51,113.0,40,AV SIEMPRE VIVA,R02,IMPAGA,73.0,True
1169,2999961,2023-12-02,00:00,155.0,80,RUTA 9,R02,APELADA,75.0,True
1170,81ZFJD,2023-02-06,00:00,116.0,60,AV SIEMPRE VIVA,R02,IMPAGA,56.0,True
1172,YLO8WUE,1932-01-01,08:47,108.0,40,AV LIBERTADOR,,IMPAGA,68.0,True
1173,2999961,2023-04-13,14:43,112.0,80,RUTA 9,,PAGADA,32.0,True
1181,NHZ1002,2020-11-13,18:51,71.0,40,RUTA 9,R03,APELADA,31.0,True
1184,HK06YMX,1932-01-01,18:52,116.0,60,AV SIEMPRE VIVA,R01,ERROR,56.0,True
1186,WEFLYN,1932-01-01,09:52,121.0,60,AV LIBERTADOR,R03,ERROR,61.0,True
1190,FD1475,2022-03-04,00:00,58.0,40,AV LIBERTADOR,R03,ERROR,18.0,True
1191,WU08YWC,2020-05-01,00:00,86.0,80,AV SIEMPRE VIVA,R01,PAGADA,6.0,True
1193,CT5B876,1932-01-01,18:52,46.0,40,RUTA 9,R03,ERROR,6.0,True
1194,MPX9357,1932-01-01,14:44,143.0,80,AV SIEMPRE VIVA,,ERROR,63.0,True
1195,AI7OVF,1932-01-01,09:52,60.0,40,RUTA 9,R01,IMPAGA,20.0,True
1197,GOOGLE,2023-02-13,08:47,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,True
1200,WU08YWC,1932-01-01,14:44,111.0,60,RUTA 9,R01,IMPAGA,51.0,True
1203,BB8986,1932-01-01,00:00,104.0,60,AV LIBERTADOR,R01,APELADA,44.0,True
1204,HF3461,1932-01-01,18:53,94.0,80,AV SIEMPRE VIVA,R01,PAGADA,14.0,True
1208,6611172,2020-05-07,18:53,61.0,40,AV LIBERTADOR,R03,ERROR,21.0,True
1209,GN64OTP,2021-07-13,09:53,118.0,80,AV LIBERTADOR,R02,PAGADA,38.0,True
1211,WEFLYN,2022-11-22,09:53,105.0,40,AV SIEMPRE VIVA,,APELADA,65.0,True
1221,BM351,2020-05-20,00:00,125.0,80,AV SIEMPRE VIVA,R02,ERROR,45.0,True
1224,PIW4215,2023-08-04,14:44,134.0,80,AV SIEMPRE VIVA,,PAGADA,54.0,True
1226,XIIUME,2021-02-10,09:53,98.0,80,AV LIBERTADOR,,PAGADA,18.0,True
1230,GCP332,2020-06-08,09:54,111.0,40,AV LIBERTADOR,R01,IMPAGA,71.0,True
1231,BHRP770,2022-12-11,14:44,115.0,60,AV LIBERTADOR,R02,APELADA,55.0,True
1236,T0YDR,1932-01-01,00:00,120.0,60,AV SIEMPRE VIVA,R02,PAGADA,60.0,True
1246,WEFLYN,2023-03-05,08:49,46.0,40,RUTA 9,R02,ERROR,6.0,True
1248,VTIIAHV,1932-01-01,14:45,49.0,40,RUTA 9,,PAGADA,9.0,True
1249,81ZFJD,2021-05-19,00:00,120.0,40,RUTA 9,,ERROR,80.0,True
1251,6EVY261,2023-01-05,14:45,133.0,60,AV SIEMPRE VIVA,,ERROR,73.0,True
1254,HF58HXP,2023-07-28,00:00,86.0,80,AV SIEMPRE VIVA,R03,IMPAGA,6.0,True
1255,T0YDR,2020-12-01,09:54,139.0,60,AV LIBERTADOR,R03,APELADA,79.0,True
1256,BX55DOG,2023-02-18,00:00,156.0,80,AV SIEMPRE VIVA,,ERROR,76.0,True
1257,J1S1,2023-08-09,08:50,60.0,40,AV LIBERTADOR,R01,IMPAGA,20.0,True
1258,AWS167,2020-11-05,09:55,107.0,40,AV SIEMPRE VIVA,R01,APELADA,67.0,True
1259,691XC80,2022-11-29,00:00,117.0,80,AV LIBERTADOR,,APELADA,37.0,True
1260,FD1475,2022-01-23,08:50,79.0,60,AV SIEMPRE VIVA,R02,IMPAGA,19.0,True
1263,M431ZW,2021-02-19,09:55,120.0,60,RUTA 9,R03,APELADA,60.0,True
1264,M431ZW,2021-09-19,08:50,132.0,60,AV LIBERTADOR,R01,ERROR,72.0,True
1266,990XYK,2022-05-24,18:55,109.0,40,RUTA 9,R01,PAGADA,69.0,True
1270,UW3932,2023-07-14,08:51,117.0,80,RUTA 9,R03,IMPAGA,37.0,True
1272,WU341A,2022-03-02,08:51,76.0,40,AV SIEMPRE VIVA,R02,ERROR,36.0,True
1273,GN64OTP,2021-12-23,00:00,78.0,40,AV LIBERTADOR,R01,IMPAGA,38.0,True
1276,6EVY261,2021-10-24,00:00,107.0,80,AV LIBERTADOR,R02,PAGADA,27.0,True
1277,DK414N,2022-10-01,14:46,103.0,80,AV SIEMPRE VIVA,,IMPAGA,23.0,True
1279,UW3932,2022-06-13,00:00,68.0,40,RUTA 9,,IMPAGA,28.0,True
1280,81ZFJD,2022-05-03,08:51,103.0,40,RUTA 9,,APELADA,63.0,True
1281,FVIOUHP,2021-12-23,09:56,113.0,80,AV LIBERTADOR,,IMPAGA,33.0,True
1284,5777770,2022-04-11,18:56,64.0,40,AV SIEMPRE VIVA,R02,IMPAGA,24.0,True
1286,NHZ1002,2020-05-20,08:52,79.0,40,AV SIEMPRE VIVA,R03,IMPAGA,39.0,True
1289,NHZ1002,2021-10-15,14:46,146.0,80,RUTA 9,R02,ERROR,66.0,True
1294,TL03GOG,1932-01-01,00:00,87.0,40,RUTA 9,R01,PAGADA,47.0,True
1295,990XYK,2021-08-08,18:56,141.0,80,AV LIBERTADOR,,IMPAGA,61.0,True
1301,589222,2020-12-17,14:47,122.0,60,AV SIEMPRE VIVA,R02,PAGADA,62.0,True
1302,589222,2022-04-03,18:56,64.0,60,RUTA 9,R01,ERROR,4.0,True
1304,8B90638,2021-01-11,09:56,94.0,80,RUTA 9,R02,APELADA,14.0,True
1305,BM351,2020-08-12,08:53,81.0,40,AV LIBERTADOR,R02,PAGADA,41.0,True
1306,810TCH,2020-05-01,00:00,72.0,40,RUTA 9,,PAGADA,32.0,True
1309,2999961,2023-05-12,14:47,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,True
1310,DK414N,2023-11-26,09:56,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,True
1313,CD05601,1932-01-01,14:47,100.0,80,AV LIBERTADOR,R01,ERROR,20.0,True
1315,831MDB,2022-12-06,08:54,76.0,60,AV LIBERTADOR,R02,ERROR,16.0,True
1316,GOOGLE,2023-12-10,09:56,79.0,40,AV SIEMPRE VIVA,,IMPAGA,39.0,True
1317,B81JKY,2023-08-27,08:54,96.0,60,AV LIBERTADOR,,IMPAGA,36.0,True
1318,GCP332,2023-02-09,09:56,125.0,80,AV LIBERTADOR,R03,APELADA,45.0,True
1321,UW3932,1932-01-01,14:48,43.0,40,RUTA 9,R03,IMPAGA,3.0,True
1322,GOOGLE,1932-01-01,00:00,92.0,60,AV LIBERTADOR,,APELADA,32.0,True
1326,VY90540,2022-09-24,18:57,145.0,80,AV LIBERTADOR,R03,APELADA,65.0,True
